Incident.day	Incident.month	Incident.year	Victim.injury	State	Location	Latitude	Longitude	Shark.common.name	Shark.length.m	Provoked.unprovoked	No.sharks	Victim.activity	Injury.location	Injury.severity	Victim.gender	Victim.age	Time.of.incident
25	7	1983	fatal	QLD	"townsville, lodestone reef"	-18.68333333	147.1	tiger shark	4.0	unprovoked	1	swimming	other: body not recovered		female	21	0400
25	7	1983	fatal	QLD	"townsville, lodestone reef"	-18.68333333	147.1	tiger shark	4.0	unprovoked	1	swimming	other: body not recovered		male	24	
12	11	1983	injured	QLD	coolangatta beach	-28.16666667	153.5333333	tiger shark		unprovoked		swimming	thigh	minor lacerations	male	10	
1	12	1983	injured	SA	south neptune island	-35.31666667	136.1	white shark	4.0	provoked	1	diving	"arm, hand"	minor lacerations	male		
11	2	1984	injured	QLD	"mackay, derwent island"	-21.13333333	149.1833333	tiger shark		unprovoked		swimming	"arm, hand"	major lacerations	male	27	
1	3	1984	injured	WA	coral bay	-23.13333333	113.7666667	whaler shark		unprovoked	1	other: standing in water	calf	minor lacerations	male	25	
16	3	1984	injured	WA	waterman reef	-31.83333333	115.75	wobbegong	0.3	unprovoked	1	other: standing in water	leg	other: teeth marks	male		
15	6	1984	uninjured	TAS	cape raoul	-43.23333333	147.7833333	white shark	6.0	provoked	1	diving			male		
1	9	1984	injured	NT	port keats	-14.11666667	129.5333333	tiger shark		unprovoked	1	other: standing in water	"arm, head, torso"	minor lacerations	female	27	
1	10	1984	uninjured	NSW	"byron bay, suffolk park  beach"	-28.68333333	153.6166667	white shark	2.5	unprovoked	1	boarding	other: uninjured		male	25	0700
14	10	1984	uninjured	TAS	"the lanterns, fortescue bay"	-43.13333333	148	white shark	6.0	provoked	1	diving			male		
30	11	1984	fatal	QLD	"mackay, blacks beach"	-21.05	149.1833333	tiger shark	4.0	unprovoked	1	swimming	"arm, head, torso"	major lacerations	male	15	1200
1	2	1985	uninjured	VIC	jan juc beach	-38.33333333	144.3	white shark	2.0	unprovoked	1	boarding			male	36	0600
1	3	1985	injured	WA	watermans beach	-31.85	115.75	wobbegong	0.7	provoked	1	diving	thigh	minor lacerations	female	20	1030
3	3	1985	fatal	SA	"wiseman's beach, port lincoln"	-34.46666667	136.0166667	white shark	6.0	unprovoked	1	snorkelling	torso	major lacerations	female	33	1230
1	9	1985	injured	QLD	osprey reef	-13.91666667	146.6166667	whitetip reef shark	2.0	provoked	1	diving	"arm, hand"	surface wound	male		
14	12	1985	injured	NSW	north solitary island	-29.91666667	153.3833333	wobbegong		provoked		diving	thigh	other: teeth marks	male		
1	1	1986	fatal	QLD	"torres strait, prince of wales island"	-10.66666667	142.1833333	tiger shark		provoked	1	spearfishing			male		
16	3	1986	injured	NT	"nightcliff beach, darwin"	-12.36666667	130.8333333	wobbegong	1.0	provoked	1	swimming	leg	other: teeth marks	male	13	
18	5	1986	injured	NSW	"north head, sydney "	-33.81666667	151.3	wobbegong	1.8	unprovoked	1	diving	"arm, hand"	minor lacerations	male	41	0930
3	8	1986	injured	NSW	"north head, sydney "	-33.81666667	151.3	wobbegong	1.8	unprovoked	1	diving	thigh	other: teeth marks	female		1130
1	10	1986	uninjured	WA	"cocos (keeling) islands, direction island"	-12.15	96.81666667	tiger shark	3.0	unprovoked	1	boarding			male	39	1100
6	1	1987	injured	QLD	lizard island	-14.66666667	145.45	tiger shark	2.0	unprovoked	1	swimming	calf	minor lacerations	male	38	0730
28	1	1987	injured	QLD	"osprey reef, north horn"	-13.91666667	146.6166667	whitetip reef shark		provoked	1	diving	"torso, pelvic region"	abrasion	female		
2	2	1987	injured	NSW	"forster, pebbly beach"	-32.16666667	152.5166667	wobbegong	1.0	provoked	1	diving	thigh	other: teeth marks	female	17	0945
4	2	1987	fatal	VIC	mornington peninsula	-38.46666667	144.8833333	white shark		unprovoked		boarding		major lacerations	male		
30	3	1987	injured	WA	between twilight & fourth beach	-33.88333333	121.8166667	white shark		unprovoked	1	boarding	leg		male	19	1730
1	4	1987	injured	WA	"garden island, two people bay"	-32.16666667	115.65	wobbegong		unprovoked	1	swimming	leg	other: teeth marks	male		
18	9	1987	fatal	SA	"merino rocks, adelaide"	-34.91666667	138.5833333	white shark	4.5	unprovoked	1	diving			male	47	
1	10	1987	injured	NT	edith falls	-14.16666667	132.1833333	bull shark		unprovoked	1	swimming	arm	minor lacerations	female		
10	12	1987	uninjured	QLD	"the cod hole, near lizard island"	-14.66666667	145.45	hammerhead shark 	4.0	provoked	1	diving	other: uninjured		male		1200
4	7	1988	injured	NSW	norah head	-33.26666667	151.5666667	white shark		unprovoked	1	swimming	calf	minor lacerations	female	10	
6	10	1988	injured	SA	moana beach south of adelaide	-34.91666667	138.5833333	white shark		unprovoked	1	boarding	"leg, hand"	other: teeth marks	male	15	1215
1	10	1988	uninjured	QLD	lady musgrave island	-23.9	152.3833333	tiger shark		provoked		spearfishing	other: uninjured		male		
22	10	1988	injured	VIC	"surfies point, phillip island"	-38.5	145.2666667	white shark	1.2	unprovoked	1	boarding	calf	minor lacerations	male	35	1500
8	11	1988	fatal	QLD	yeppoon	-23.11666667	150.7333333	tiger shark	4.5	unprovoked	3	swimming	torso		male	17	
7	11	1988	fatal	QLD	yeppoon	-23.11666667	150.7333333	tiger shark	4.5	unprovoked	2	swimming			male	62	
1	1	1989	injured	NSW	"south head, sydney "	-33.86666667	151.2	wobbegong	2.0	provoked	1	diving	arm		male	19	
1	1	1989	uninjured	VIC	"surfies beach, phillip island"	-38.5	145.2666667	white shark	4.0	unprovoked	1	boarding	other: uninjured		male	30	1700
1	1	1989	injured	WA	"rottnest island, parker point"	-32	115.5166667	wobbegong	1.2	unprovoked	1	snorkelling	leg	other: teeth marks	male		1400
3	1	1989	injured	NSW	"ballina south, half tide beach"	-28.88333333	153.55	white shark	3.0	unprovoked	1	boarding	torso	other: teeth marks	male	17	1600
4	3	1989	uninjured	WA	"broome, roebuck bay"	-17.96666667	122.2333333	tiger shark	3.0	provoked	1	snorkelling			male		1100
15	3	1989	injured	QLD	"torres strait, badu island harbour"	-10.11666667	142.1333333	whaler shark	2.0	provoked	1	spearfishing	thigh	minor lacerations	male	32	1630
9	3	1989	fatal	SA	"waitpinga beach, encounter bay"	-35.63333333	138.4833333	white shark	2.0	unprovoked		boarding	thigh	major lacerations	male	27	2015
13	8	1989	uninjured	NSW	lennox head	-28.78333333	153.5833333	white shark	3.0	unprovoked	1	boarding	other: uninjured		male	17	0630
22	10	1989	uninjured	TAS	"shelly point, scamander"	-41.43333333	148.2666667	white shark	2.1	unprovoked	1	boarding			male	17	1450
22	10	1989	injured	NT	edith falls	-14.16666667	132.1833333	bull shark	2.0	unprovoked	1	swimming	thigh	minor lacerations	female	31	
22	11	1989	injured	VIC	kilcunda	-38.53333333	145.4666667	white shark	4.5	unprovoked	1	boarding	thigh	minor lacerations	male	32	1930
2	11	1989	injured	QLD	"mermaid waters, gold coast (canal)"	-28.03333333	153.4	bull shark	2.0	unprovoked	1	swimming	calf	minor lacerations	male	10	1800
1	12	1989	injured	WA	capes area	-16.38333333	122.9166667	wobbegong		unprovoked	1	diving	"arm, hand"	other: teeth marks	male		
3	12	1989	injured	NT	"gove peninsula, cape wirrawoi"	-12.28333333	136.8166667	tiger shark	2.0	provoked	1	swimming	leg	minor lacerations	male	17	
10	4	1990	uninjured	QLD	"greenmount point, coolangatta"	-28.15	153.5333333	tiger shark	4.0	unprovoked	1	boarding	other: uninjured		male	31	0600
6	4	1990	uninjured	NSW	"tweed heads, fingal"	-28.18333333	153.55	white shark	3.0	unprovoked	1	boarding	other: uninjured		male	29	
8	4	1990	fatal	QLD	"dingo reef, off townsville"	-19.16666667	148.3833333	tiger shark		provoked	1	snorkelling	torso		male	36	1400
10	5	1990	injured	QLD	"opal reef, port douglas"	-16.21666667	145.8833333	hammerhead shark 	3.0	provoked	1	snorkelling	calf	abrasion	female	33	1200
10	5	1990	injured	QLD	"opal reef, port douglas"	-16.21666667	145.8833333	hammerhead shark 	3.0	provoked	1	snorkelling	"arm, hand"	other: teeth marks	male	44	1200
24	9	1990	injured	QLD	rainbow beach. near gympie	-25.9	153.0833333	wobbegong	0.6	unprovoked	1	other: standing in water	foot	abrasion	male	13	0830
27	10	1990	injured	QLD	"mermaid waters, gold coast (canal)"	-28.03333333	153.4	bull shark	1.8	unprovoked	1	swimming	"leg, pelvic region"	major lacerations	male	26	2000
25	10	1990	injured	SA	"goolwa beach, adelaide"	-35.51666667	138.7666667	white shark	1.1	unprovoked	1	boarding	foot	minor lacerations	male	20	1030
28	11	1990	injured	QLD	surfers paradise (canals)	-28	153.4166667	bull shark	1.5	unprovoked	1	swimming	"arm, torso, pelvic region"	minor lacerations	male	26	1640
11	1	1991	injured	QLD	gladstone harbour	-23.83333333	151.25		2.0	unprovoked	1	boarding	leg	minor lacerations	male	22	1745
4	1	1991	uninjured	VIC	"queenscliff beach, melbourne"	-38.26666667	144.65	bronze whaler shark	3.0	provoked	1	spearfishing	other: uninjured		male	14	
5	1	1991	uninjured	NSW	"putty beach, central coast"	-33.51666667	151.3666667	dusky shark	1.2	unprovoked	1	snorkelling	other: uninjured		male	45	1500
19	1	1991	injured	QLD	"mermaid waters, gold coast (canal)"	-28.03333333	153.4	bull shark	1.5	unprovoked	1	swimming	"leg, pelvic region"	minor lacerations	male	29	0830
3	3	1991	injured	NSW	"bass point, wollongong"	-34.56666667	150.8666667	grey nurse shark	2.0	provoked	1	diving	"arm, leg"	minor lacerations	male	18	1600
8	9	1991	fatal	SA	aldinga beach	-35.28333333	138.4333333	white shark	4.0	unprovoked	1	diving	torso	major lacerations	male	19	1435
15	11	1991	injured	WA	"backbeach, halls head"	-32.51666667	115.7	white shark	1.0	unprovoked	1	boarding	leg	abrasion	male	14	
29	1	1992	injured	QLD	"duranbah, north of tweed heads"	-28.16666667	153.5333333	white shark	2.8	unprovoked	1	boarding	leg	major lacerations	male	19	2000
10	2	1992	uninjured	QLD	"nielson park, bundaberg"	-24.86666667	152.35	tiger shark	3.0	unprovoked	1	boarding	other: uninjured		male	22	
7	3	1992	uninjured	QLD	"evandale channal,chevron is"	-27.98333333	153.3333333	bull shark	2.5	provoked	1		other: uninjured		male	24	
10	3	1992	injured	VIC	"port phillip bay, point lonsdale, west melbourne"	-38.28333333	144.6	white shark	2.7	unprovoked	1	boarding	"leg, pelvic region"	minor lacerations	male	17	1130
25	8	1992	injured	SA	"lipson cove, tumby bay"	-34.25	135.1666667	white shark	3.5	unprovoked	1	boarding	torso	minor lacerations	male	16	1750
1	10	1992	fatal	QLD	"moreton island, brisbane"	-27.08333333	153.4	white shark	4.2	unprovoked	1	boarding		major lacerations	male	28	1430
5	1	1993	injured	QLD	"line reef, 50k off hayman island"	-20.05	148.8833333	whitetip reef shark	1.5	provoked	1	spearfishing	arm	minor lacerations	male	21	0900
1	4	1993	uninjured	TAS	"tenth island, georgetown"	-40.93333333	146.9833333	white shark	3.0	provoked	1	spearfishing	other: uninjured		male	32	
27	4	1993	injured	SA	point clinton	-34.21666667	138.0166667	white shark		provoked	1	spearfishing	calf	minor lacerations	male	60	1915
5	6	1993	fatal	TAS	"tenth island, georgetown"	-40.93333333	146.9833333	white shark	4.0	unprovoked	1	diving	other: body not recovered		female	35	1100
9	6	1993	fatal	NSW	"byron bay, julian rocks"	-28.63333333	153.6166667	white shark	6.0	unprovoked	1	diving	torso	major lacerations	male	31	0930
21	11	1993	fatal	WA	"broome, roebuck bay"	-17.96666667	122.2333333	tiger shark	4.0	provoked	1	diving		major lacerations	male	28	1600
10	12	1993	uninjured	QLD	"rockhampton, farnborough beach"	-23.36666667	150.5	whaler shark	2.0	unprovoked	1	boarding	other: uninjured		male	13	
9	1	1994	injured	QLD	"brisbane river, karana downs reach "	-27.53333333	153.8333333	bull shark	1.5	unprovoked	1	swimming	thigh	minor lacerations	male	22	1330
9	1	1994	injured	QLD	"buds beach, gold coast canal"	-27.98333333	153.4166667	bull shark		unprovoked	1	swimming	foot	minor lacerations	male		
2	2	1994	injured	SA	"stinky bay, nora creina"	-37.31666667	139.8333333	wobbegong	1.6	provoked	1	fishing	foot	other: teeth marks	male	39	2000
4	4	1994	injured	QLD	"broadbeach, surfers paradise"	-27.93333333	153.4166667	whaler shark		unprovoked	1	swimming	"arm, hand"	other: teeth marks	female		0945
3	11	1994	injured	VIC	mornington peninsula (pier)	-38.46666667	144.8833333	wobbegong	3.0	provoked	1	diving	torso	other: teeth marks	male	23	
1	2	1995	uninjured	VIC	"seal rocks, phillip island"	-38.51666667	145.0833333	sevengill shark	2.6	provoked	1	diving			male	34	0730
27	2	1995	injured	SA	"boomer beach, port elliot"	-35.53333333	138.6666667	wobbegong		unprovoked	1	boarding	foot	other: teeth marks	male	14	
11	3	1995	injured	SA	cactus beach	-32.08333333	132.9666667	white shark	2.0	unprovoked	1	boarding	arm	minor lacerations	male	35	0730
21	3	1995	uninjured	NSW	"clark island, sydney harbour"	-33.85	151.2333333	bull shark	2.5	unprovoked	1	boarding	other: uninjured		female	29	0700
9	4	1995	injured	NSW	eden	-37.05	149.9	wobbegong		unprovoked	1	diving	"arm, hand"	minor lacerations	male		
18	5	1995	uninjured	WA	"bernier island, shark bay"	-24.83333333	113.1333333	tiger shark	3.0	unprovoked	1	diving	other: uninjured		male	49	1000
11	9	1995	fatal	WA	"hopetoun, starvation bay"	-33.88333333	120.6833333	white shark	3.0	unprovoked	1	diving	torso	major lacerations	male	29	1500
11	10	1995	injured	QLD	"hervey bay, pialba"	-25	152.8333333	tiger shark		unprovoked	1	other: standing in water	leg	minor lacerations	female	15	1500
10	11	1995	injured	NSW	"brooms head, lake arragan"	-29.53333333	153.3333333	bull shark	1.0	provoked	1		thigh	other: teeth marks	male	35	
18	11	1995	injured	QLD	"fishermans beach, great keppel"	-23.16666667	150.95	tiger shark	1.8	unprovoked	1	swimming	leg	minor lacerations	male	19	1600
31	12	1995	injured	NSW	"little patonga beach, hawkesbury river"	-33.55	151.2666667	bull shark	2.6	unprovoked	1	swimming	arm	abrasion	male	24	1530
22	1	1996	injured	QLD	"coomera river mouth, gold coast"	-27.85	153.4	bull shark		unprovoked	1	other: standing in water	calf	minor lacerations	female	13	1400
14	1	1996	injured	WA	"mutton bird island, albany"	-35.05	117.6833333	wobbegong	0.7	provoked	1	spearfishing	leg	other: teeth marks	male	40	1515
26	2	1996	injured	NSW	"parramatta river, sydney"	-33.86666667	151.2	bull shark	2.0	unprovoked	1	swimming	thigh	other: teeth marks	male	24	0130
4	2	1996	injured	NSW	"lord howe island, ned's beach"	-31.51666667	159.05	galapagos shark		provoked	1	other: standing in water	foot	minor lacerations	male	7	
5	3	1996	injured	QLD	"heron island, barrier reef"	-23.43333333	151.9	whaler shark		unprovoked	1	swimming	"arm, leg"	minor lacerations	female	47	0700
26	4	1996	injured	NSW	"mona vale beach, sydney"	-33.66666667	151.3	wobbegong		unprovoked	1	swimming	leg	other: teeth marks	female	16	
26	4	1996	injured	NSW	"mona vale beach, sydney"	-33.66666667	151.3	wobbegong		unprovoked	1	swimming	thigh	other: teeth marks	male	11	
6	6	1996	uninjured	VIC	suicide point at point leo	-38.41666667	145.0666667	white shark	3.0	unprovoked	1	boarding	other: uninjured		male	47	1730
19	9	1996	injured	WA	"rottnest island, parker point"	-32	115.5166667	wobbegong		unprovoked	1	other: standing in water	thigh	abrasion	male		
22	12	1996	injured	VIC	anglesea beach	-38.41666667	144.1833333	wobbegong		unprovoked	1	boarding	leg	other: teeth marks	female	12	
29	12	1996	injured	QLD	"sunshine coast, coolumn beach"	-26.5	153	wobbegong		unprovoked	1	boarding	foot	minor lacerations	female	18	1800
20	1	1997	injured	QLD	"whitehaven beach, whitsunday island"	-20.25	148.9666667	tiger shark	2.0	unprovoked	1	snorkelling	leg	minor lacerations	male	27	1100
20	1	1997	injured	QLD	"rainbow bay, coolangatta"	-28.15	153.5333333	bull shark	1.0	unprovoked	1	boarding	leg	other: teeth marks	male	8	1300
1	1	1997	uninjured	VIC	"seal rocks, phillip island"	-38.51666667	145.0833333	white shark	3.0	unprovoked	1	unmotorised boating	other: uninjured		male	32	
28	2	1997	injured	QLD	"ravens cove, whitsundays"	-20.26666667	148.9	grey reef shark		unprovoked	1	diving	"arm, shoulder"	minor lacerations	male	30	1045
28	2	1997	injured	QLD	"nerang river, 14km upstream"	-27.98333333	153.3333333	bull shark		unprovoked	1	swimming	leg	major lacerations	female	20	1330
3	2	1997	uninjured	NSW	"parramatta river, sydney"	-33.86666667	151.2	bull shark	2.0	unprovoked	1	unmotorised boating	other: uninjured		female	49	0615
26	7	1997	injured	QLD	"maroochydore, pincushion"	-26.65	153.1	tiger shark	1.5	unprovoked	1	boarding	calf	minor lacerations	male	18	1400
28	10	1997	injured	WA	"cottesloe beach, perth"	-31.98333333	115.75	white shark	5.0	unprovoked	1	boarding	head	abrasion	male		0630
10	11	1997	uninjured	VIC	surf coast - 13th beach	-38.28333333	144.45	white shark	2.0	unprovoked	1	boarding	other: uninjured		male	21	1515
9	11	1997	injured	WA	albany	-35.13333333	117.95	white shark	5.0	unprovoked	1	diving	"arm, shoulder"	minor lacerations	male	42	
29	12	1997	injured	WA	gnarabup beach	-33.98333333	114.9833333	wobbegong		unprovoked	1	other: standing in water	leg	minor lacerations	male	4	0900
1	12	1997	injured	NSW	"evans head, shark bay"	-29.1	153.4333333	wobbegong		unprovoked	1	swimming	leg	minor lacerations	male	18	1530
14	12	1997	injured	QLD	"luncheon bay, hook island"	-20.11666667	148.9166667	bull shark		unprovoked	1	swimming	leg	minor lacerations	male	8	
28	1	1998	injured	WA	hamelin bay	-34.21666667	115.0166667	wobbegong	2.4	provoked	1	diving	calf	minor lacerations	male	34	1000
26	1	1998	uninjured	QLD	"orpheus island, juno bay"	-18.66666667	146.5	tiger shark	3.3	unprovoked	1	snorkelling	other: uninjured		male	45	0600
17	1	1998	injured	SA	"middleton beach, adelaide"	-35.5	138.7	wobbegong		unprovoked	1	boarding	foot	other: teeth marks	male	31	
28	6	1998	fatal	SA	south neptune island	-35.31666667	136.1	white shark	4.0	unprovoked	1	snorkelling	"torso, leg"	major lacerations	male	26	1400
1	9	1998	injured	NSW	jervis bay	-35.03333333	150.7166667	wobbegong		unprovoked	1	diving	thigh	minor lacerations	male		
20	10	1998	injured	QLD	sunshine coast	-26.5	153	wobbegong	1.2	provoked	1	diving	"arm, hand"	minor lacerations	male	37	1400
22	12	1998	injured	SA	"middleton beach, adelaide"	-35.5	138.7	wobbegong		unprovoked	1	boarding	calf	other: teeth marks	female	21	
8	12	1998	injured	NSW	"botany bay, sydney"	-33.95	151.15	whaler shark		provoked	1	spearfishing	calf	minor lacerations	male		
23	2	1999	injured	NSW	"nambucca heads, scott's head beach "	-30.56666667	152.9833333	white shark		unprovoked	1	boarding	arm	minor lacerations	male	35	1930
29	5	1999	fatal	SA	flaherty's beach hardwicke bay	-34.88333333	137.45	white shark		unprovoked	1	boarding	torso	major lacerations	male	22	1600
25	10	1999	injured	QLD	"stradbroke island, amity point"	-27.38333333	153.4333333	wobbegong		provoked	1	diving	thigh	minor lacerations	male		
27	12	1999	uninjured	NSW	"forster, the pinnacle"	-32.21666667	152.6	bronze whaler shark	2.9	unprovoked	1	diving	other: uninjured		male	34	0930
23	12	1999	uninjured	WA	"scarborough beach, perth"	-31.88333333	115.75	white shark	6.0	provoked	1	diving	other: uninjured		male		
7	2	2000	uninjured	NSW	"wanda beach, sydney"	-34.03333333	151.15	white shark		unprovoked	1	boarding	other: uninjured		male	57	1210
4	2	2000	injured	SA	"cactus beach, point sinclair, ceduna"	-32.08333333	132.9833333	white shark	3.0	unprovoked	1	boarding	"arm, torso"	major lacerations	male	26	1100
3	2	2000	injured	WA	sorrento beach	-31.81666667	115.7333333	wobbegong	1.2	unprovoked	1	swimming	foot	other: teeth marks	male	51	0545
30	3	2000	injured	QLD	"main beach, gold coast"	-27.96666667	153.4166667	white shark	2.6	unprovoked	1	swimming	calf	major lacerations	male	26	1410
8	3	2000	injured	WA	margaret river  nr perth	-31.95	115.0666667	white shark	1.7	unprovoked	1	boarding	thigh	minor lacerations	male	20	1830
15	3	2000	uninjured	NSW	"mcmasters beach, central coast"	-33.48333333	151.4166667	white shark	3.0	unprovoked	1	boarding	other: uninjured		male	38	1930
2	3	2000	injured	NSW	"athol bay, taronga wharf, sydney harbour"	-33.86666667	151.2	bull shark	0.8	unprovoked	1	swimming	foot	other: teeth marks	male	61	
10	3	2000	uninjured	NSW	"parramatta river, sydney"	-33.86666667	151.2	bull shark	2.0	unprovoked	1	unmotorised boating	other: uninjured		male		
3	4	2000	uninjured	NSW	"maroubra beach, sydney"	-33.93333333	151.25	whaler shark	2.8	unprovoked	1	boarding	other: uninjured		male		1500
13	4	2000	injured	WA	"cottesloe beach, perth"	-31.98333333	115.75	wobbegong		provoked	1	other: standing in water	foot	other: teeth marks	female	11	
25	9	2000	fatal	SA	"blackfellows point, near elliston"	-33.61666667	134.8166667	white shark		unprovoked	1	boarding	torso		male	17	1230
24	9	2000	fatal	SA	cactus beach	-32.08333333	132.9666667	white shark	4.5	unprovoked	1	boarding	torso		male	25	0730
21	11	2000	uninjured	QLD	"orpheus island, juno bay"	-18.66666667	146.5	tiger shark	4.0	provoked	1	diving	other: uninjured		male	28	0910
6	11	2000	injured	WA	"cottesloe beach, perth"	-31.98333333	115.75	white shark	4.0	unprovoked	1	swimming	foot	minor lacerations	male	52	0630
6	11	2000	uninjured	NSW	"kiama, jones beach"	-34.63333333	150.3833333	white shark	2.9	unprovoked	1	swimming	other: uninjured		male	40	1500
3	11	2000	uninjured	SA	venus bay	-33.18333333	134.65	white shark	4.0	provoked	1	diving	other: uninjured		male	27	1200
6	11	2000	fatal	WA	"cottesloe beach, perth"	-31.98333333	115.75	white shark	4.0	unprovoked	1	swimming	"torso, leg"	major lacerations	male	49	0625
3	12	2000	injured	QLD	"heron island, sykes reef"	-23.43333333	151.9	whaler shark	2.5	provoked	1	spearfishing	arm	minor lacerations	male	38	0900
24	12	2000	injured	QLD	"townsville, flinders cay off townsville"	-19.25	146.8166667	wobbegong		unprovoked	1	diving	"arm, hand"	minor lacerations	male		1630
28	1	2001	uninjured	QLD	"noosa heads, main beach"	-26.38333333	153.0833333	tiger shark		unprovoked	1	boarding	other: uninjured		male		1700
21	1	2001	uninjured	NSW	south west rocks	-30.88333333	153.05	white shark	5.0	unprovoked	1	unmotorised boating	other: uninjured		male	35	
4	2	2001	injured	NSW	brooms head 	-29.6	153.3333333	tiger shark	2.5	unprovoked	1	boarding	calf	other: teeth marks	male	40	1615
28	3	2001	injured	WA	"margaret river, prevelly beach"	-33.96666667	114.9833333	wobbegong	1.5	unprovoked	1	snorkelling	calf	other: teeth marks	male	19	1400
2	4	2001	injured	NSW	"nambucca river, entrance"	-30.63333333	153.0166667	wobbegong		unprovoked	1	boarding	calf	major lacerations	male	40	1000
8	4	2001	injured	NSW	"bronte beach, sydney"	-33.9	151.2666667	wobbegong	1.0	provoked	1	snorkelling	arm	abrasion	male	32	
4	5	2001	injured	NSW	"lakes beach, budgewoi"	-33.23333333	151.5333333	white shark	3.0	unprovoked	1	boarding	torso	minor lacerations	male	37	1745
1	10	2001	uninjured	QLD	"moreton bay, sovereign beach"	-27.28333333	153.4166667	tiger shark	4.0	unprovoked	1	unmotorised boating			male	31	1400
2	10	2001	injured	QLD	"pinnacles, coral sea, gbr"	-16.91666667	149.25	silvertip shark	1.5	provoked	1	snorkelling	arm	minor lacerations	female	20	1330
23	11	2001	injured	NSW	"ballina, flat rock"	-28.81666667	153.5333333	white shark	2.0	unprovoked	1	boarding	torso	surface wound	male	49	0915
3	12	2001	injured	NSW	"yamba, main beach"	-29.43333333	153.35	wobbegong		unprovoked	1	swimming	foot	other: teeth marks	male	14	1815
21	12	2001	uninjured	WA	"yallingup, honeycombs"	-33.63333333	115	white shark	2.0	unprovoked	1	boarding	other: uninjured		male	36	
6	12	2001	uninjured	WA	canal rocks	-34.25	115.0166667	white shark	2.5	provoked	1	spearfishing	other: uninjured		male		
30	1	2002	injured	WA	river mouth off collie river	-33.3	115.6833333	shortfin mako shark		unprovoked	1	swimming	thigh	minor lacerations	male	32	1700
29	1	2002	injured	NSW	"port stephens, fingal spit"	-32.73333333	152.1833333	bull shark	2.9	unprovoked	1	boarding	arm	abrasion	male	20	1900
16	2	2002	injured	QLD	"noosa, sunrise beach"	-26.36666667	153.0833333	whaler shark	1.5	unprovoked	1	boarding	foot	minor lacerations	male	36	0925
7	2	2002	uninjured	NSW	"parramatta river, cabarita, sydney"	-33.86666667	151.2	bull shark	2.0	unprovoked	1	unmotorised boating	other: uninjured		male	35	2030
1	4	2002	uninjured	NSW	coffs harbour	-30.28333333	153.1333333	bull shark	1.8	provoked	1	spearfishing	other: uninjured		male		
30	4	2002	fatal	SA	smokey bay	-32.38422037	133.9255802	white shark	6.0	provoked	1	diving	leg	major lacerations	male	23	1230
12	4	2002	injured	NSW	"bar beach, newcastle"	-32.93333333	151.75	wobbegong		unprovoked	1	swimming	foot	other: teeth marks	male	46	
13	8	2002	uninjured	WA	"cove beach, perth, sth of cottesloe beach"	-31.96666667	115.75	white shark	3.5	unprovoked	1	boarding	other: uninjured		male	34	0800
29	12	2002	injured	QLD	"upolu cay, cairns"	-16.66666667	145.9333333	hammerhead shark 		provoked	1	snorkelling	arm	minor lacerations	female	18	1430
22	12	2002	injured	NSW	"manly, shelly beach,  sydney"	-33.78333333	151.2833333	wobbegong	0.5	unprovoked	1	diving	thigh	abrasion	male	35	0930
16	12	2002	fatal	QLD	miami lake (canals) gold coast	-28.05	153.4166667	bull shark	2.0	unprovoked	1	swimming	"torso, leg"	major lacerations	male	23	0400
11	1	2003	injured	NSW	"coogee beach, sydney"	-33.91666667	151.25	wobbegong		unprovoked	1	swimming	leg	minor lacerations	male	24	
1	1	2003	uninjured	SA	sheringa beach	-33.86666667	135.1666667	white shark	2.5	unprovoked	1	boarding	other: uninjured		female		1300
16	2	2003	injured	SA	"goolwa beach, adelaide"	-35.51666667	138.7666667	wobbegong		unprovoked	1	other: standing in water	foot	minor lacerations	male	37	
8	2	2003	fatal	QLD	"burleigh lake, goldcoast canal"	-28.1	153.1	bull shark	2.2	unprovoked	1	swimming	leg	major lacerations	male	84	0700
23	3	2003	injured	NSW	"yamba, turner's beach"	-29.41666667	153.35	whaler shark		unprovoked	1	boarding	foot	other: teeth marks	male		
5	3	2003	injured	WA	mandurah	-32.53333333	115.7166667	wobbegong	1.2	provoked	1	diving	"torso, pelvic region"	other: teeth marks	male		
25	7	2003	uninjured	NT	"nhulunbuy, bremmer island"	-12.18333333	136.7666667	tiger shark		unprovoked	1	unmotorised boating	other: uninjured		male	37	
1	10	2003	injured	NSW	"coff's harbour, charlesworth beach"	-30.28333333	153.1333333	wobbegong	1.2	unprovoked	1	boarding	foot	minor lacerations	male	12	1815
31	10	2003	injured	NSW	"seal rocks, lighthouse beach"	-32.43333333	152.5166667	wobbegong	1.5	unprovoked	1	boarding	foot	minor lacerations	male	22	1730
30	11	2003	injured	WA	"margaret river, mainbreak"	-33.63333333	114.9833333	wobbegong	1.3	provoked	1	swimming	thigh	abrasion	male	15	1130
30	11	2003	injured	WA	"margaret river, mainbreak"	-33.96666667	114.9833333	wobbegong	1.3	provoked	1	swimming	"leg, hand"	abrasion	male	15	1130
8	12	2003	injured	WA	"margaret river, prevelly"	-33.96666667	114.9833333	wobbegong	0.7	provoked	1	spearfishing	leg	other: teeth marks	male	34	0700
8	12	2003	uninjured	VIC	"ocean grove, collendina"	-38.26666667	144.5333333	whaler shark		unprovoked	1	swimming	other: uninjured		male		0545
